timestamp,v_pv,i_pv,p_pv,wh_pv_daily,v_bat,i_bat,p_bat,scc_eff,load_status,uptime_sec,esp_temp,free_heap,wifi_rssi,sd_status
2026-09-02 02:50:00,19.00,4.47,84.93,170.19,13.99,5.89,82.38,97.0,ON,183000,43.0,218647,-62,MOUNTED
2026-09-02 03:00:00,18.99,4.44,84.32,184.24,13.98,5.86,81.87,97.1,ON,183600,43.5,223939,-64,MOUNTED
2026-09-02 03:10:00,19.25,4.86,93.56,199.83,14.12,6.45,91.03,97.3,ON,184200,45.5,217912,-65,MOUNTED
2026-09-02 03:20:00,19.09,4.61,88.00,214.50,14.04,6.10,85.71,97.4,ON,184800,43.4,215706,-67,MOUNTED
2026-09-02 03:30:00,19.06,4.55,86.72,228.95,14.02,6.03,84.55,97.5,ON,185400,43.6,217883,-67,MOUNTED
2026-09-02 03:40:00,19.06,4.56,86.91,243.44,14.02,6.05,84.82,97.6,ON,186000,43.5,213214,-67,MOUNTED
2026-09-02 03:50:00,19.26,4.88,93.99,259.10,14.13,6.50,91.83,97.7,ON,186600,45.2,225563,-65,MOUNTED
2026-09-02 04:00:00,19.23,4.84,93.07,274.62,14.11,6.45,91.02,97.8,ON,187200,44.6,220544,-66,MOUNTED
2026-09-02 04:10:00,19.44,5.17,100.50,291.37,14.22,6.91,98.29,97.8,ON,187800,45.5,224911,-67,MOUNTED
2026-09-02 04:20:00,19.58,5.39,105.54,308.96,14.30,7.23,103.32,97.9,ON,188400,46.1,215622,-66,MOUNTED
2026-09-02 04:30:00,19.16,4.72,90.44,324.03,14.07,6.29,88.54,97.9,ON,189000,44.3,221748,-67,MOUNTED
2026-09-02 04:40:00,19.51,5.27,102.82,341.17,14.26,7.07,100.76,98.0,ON,189600,46.9,219411,-67,MOUNTED
2026-09-02 04:50:00,19.45,5.18,100.75,357.96,14.23,6.94,98.73,98.0,ON,190200,45.7,220806,-63,MOUNTED
2026-09-02 05:00:00,19.54,5.32,103.95,375.28,14.27,7.14,101.87,98.0,ON,190800,46.7,225514,-62,MOUNTED
2026-09-02 05:10:00,19.37,5.06,98.01,391.62,14.19,6.77,96.05,98.0,ON,191400,45.0,213633,-67,MOUNTED
2026-09-02 05:20:00,19.31,4.95,95.58,407.55,14.15,6.62,93.67,98.0,ON,192000,45.6,221850,-66,MOUNTED
2026-09-02 05:30:00,19.43,5.15,100.06,424.22,14.22,6.89,97.96,97.9,ON,192600,45.6,223162,-67,MOUNTED
2026-09-02 05:40:00,19.19,4.77,91.54,439.48,14.09,6.36,89.62,97.9,ON,193200,45.1,217868,-67,MOUNTED
2026-09-02 05:50:00,19.42,5.13,99.62,456.08,14.21,6.86,97.43,97.8,ON,193800,46.5,225316,-65,MOUNTED
2026-09-02 06:00:00,19.31,4.96,95.78,472.05,14.15,6.62,93.67,97.8,ON,194400,45.3,213146,-66,MOUNTED
2026-09-02 06:10:00,19.24,4.85,93.31,487.60,14.12,6.46,91.16,97.7,ON,195000,45.2,217750,-66,MOUNTED
2026-09-02 06:20:00,19.06,4.55,86.72,502.05,14.02,6.04,84.64,97.6,ON,195600,44.1,214781,-67,MOUNTED
2026-09-02 06:30:00,19.13,4.67,89.34,516.94,14.06,6.20,87.11,97.5,ON,196200,44.0,218853,-67,MOUNTED
2026-09-02 06:40:00,19.13,4.66,89.15,531.80,14.05,6.18,86.83,97.4,ON,196800,44.1,217915,-63,MOUNTED
2026-09-02 06:50:00,19.25,4.86,93.56,547.39,14.12,6.45,91.03,97.3,ON,197400,44.7,217864,-67,MOUNTED
2026-09-02 07:00:00,18.85,4.22,79.55,560.65,13.91,5.55,77.24,97.1,ON,198000,42.5,220404,-67,MOUNTED
2026-09-02 07:10:00,19.03,4.51,85.83,574.96,14.00,5.95,83.26,97.0,ON,198600,43.9,224638,-66,MOUNTED
2026-09-02 07:20:00,18.96,4.40,83.42,588.86,13.97,5.78,80.75,96.8,ON,199200,42.8,219456,-65,MOUNTED
2026-09-02 07:30:00,18.66,3.92,73.15,601.05,13.81,5.12,70.74,96.7,ON,199800,42.4,221566,-62,MOUNTED
2026-09-02 07:40:00,18.62,3.85,71.69,613.00,13.78,5.02,69.18,96.5,ON,200400,41.2,213643,-65,MOUNTED
2026-09-02 07:50:00,18.65,3.91,72.92,625.15,13.80,5.09,70.22,96.3,ON,201000,42.3,217896,-62,MOUNTED
2026-09-02 08:00:00,18.35,3.42,62.76,635.61,13.64,4.42,60.31,96.1,ON,201600,39.9,215631,-64,MOUNTED
2026-09-02 08:10:00,18.45,3.59,66.24,646.65,13.70,4.64,63.52,95.9,ON,202200,41.0,224386,-63,MOUNTED
2026-09-02 08:20:00,18.35,3.43,62.94,657.14,13.64,4.42,60.23,95.7,ON,202800,40.3,212693,-67,MOUNTED
2026-09-02 08:30:00,18.00,2.86,51.48,665.72,13.45,3.66,49.16,95.5,ON,203400,39.4,213270,-62,MOUNTED
2026-09-02 08:40:00,17.93,2.75,49.31,673.94,13.42,3.50,46.94,95.2,ON,204000,38.7,220584,-62,MOUNTED
2026-09-02 08:50:00,17.88,2.68,47.92,681.93,13.39,3.40,45.52,95.0,ON,204600,38.5,213208,-62,MOUNTED
2026-09-02 09:00:00,17.85,2.64,47.12,689.78,13.38,3.34,44.67,94.8,ON,205200,38.8,224809,-62,MOUNTED
2026-09-02 09:10:00,17.67,2.34,41.35,696.67,13.28,2.94,39.08,94.5,ON,205800,37.1,219040,-64,MOUNTED
2026-09-02 09:20:00,17.60,2.24,39.42,703.24,13.25,2.80,37.13,94.2,ON,206400,37.0,213866,-67,MOUNTED
